最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.3,75.2,A-极佳,全天候/熊市优/震荡优,29.2,30,24.8,3.6,6.8,10,017560,华安上证科创板芯片ETF发起式联接C,半导体,2023-02-02 ~ 2026-05-08,792,48.82,13.48,166.95,36.67,-118.13,9.53,45.51,2023-04-07,2024-09-23,361,1.48,1.41,1.581,17.34,-8.98,50.6,23,158,54.4,45.0,58.34,-24.89,2.34,0.02,-16.02,67.8,849.5,-205.94,21,12,18.1,96.6,3.4,21.4,7,69,3747.73,8950.59,5931.25,14881.84,3,31.81,131.89,2,-0.24,-26.47,2,10.4,18.9,0,768,24,0,5,6,9,0,0,47,1,0,0,0,2,0,2,0,0,3,0,6,0,26,6,55,2,0,0,2,1,5,0,0,1,2,0,0,9,100.0,300.2,33.36,47,0.0,-558.99,-11.89,0,0,0,0,3,100.0,109.47,36.49,0,0,0,0,6,100.0,2168.45,361.41,0,0,0,0,26,80.8,755.22,29.05,6,0.0,-363.98,-60.66,55,81.8,1660.27,30.19,0,0,0,0,0,0,0,0,2,0.0,-84.57,-42.28,1,0.0,-55.77,-55.77,1,0.0,-205.94,-205.94,2,100.0,23.37,11.69
0.85,55.7,B-良好,全天候/熊市优/震荡优,27.1,11.1,23.1,4.4,7.1,10,014194,汇添富中证芯片产业指数增强发起式C,半导体,2022-01-07 ~ 2026-05-08,1049,22.62,5.02,83.42,15.69,-60.8,13.55,49.01,2022-02-28,2022-10-11,632,0.49,0.37,1.509,14.76,-8.62,50.4,33,252,64.3,47.2,17.56,-24.39,0.72,0.06,-13.07,25.81,428.87,-188.25,18,20,22.0,97.3,2.7,16.5,16,58,1357.12,7967.86,4293.76,12261.62,3,19.65,112.71,3,-10.0,-39.28,3,12.14,9.09,0,1010,39,0,11,3,35,1,0,45,0,0,1,1,2,0,4,0,0,24,29,11,8,39,10,35,2,1,0,1,1,5,2,0,2,11,0,1,35,94.3,328.27,9.38,45,0.0,-1103.62,-24.52,0,0,0,0,24,100.0,116.73,4.86,29,79.3,314.94,10.86,11,100.0,1003.15,91.2,8,25.0,0.27,0.03,39,82.1,768.28,19.7,10,0.0,-318.41,-31.84,35,74.3,58.83,1.68,1,0.0,-3.3,-3.3,0,0,0,0,1,0.0,-1.23,-1.23,1,0.0,-41.17,-41.17,2,0.0,-19.95,-9.97,11,100.0,254.33,23.12
1.05,75.6,A-极佳,全天候/熊市优/震荡优,21.2,30,25,2.9,7.7,10,017470,嘉实上证科创板芯片ETF发起联接C,半导体,2023-01-06 ~ 2026-05-08,806,38.49,10.72,181.22,38.16,-142.73,4.81,46.29,2024-03-18,2024-09-23,173,1.53,2.23,1.597,17.48,-9.07,51.1,25,153,67.3,51.2,33.71,-11.43,2.95,0.11,-9.38,46.5,494.63,-37.9,19,31,14.7,96.2,3.8,24.9,19,65,3094.8,10772.78,3076.55,13849.33,4,25.9,149.13,2,2.71,-27.28,1,5.05,8.66,0,779,27,1,9,1,31,0,0,19,1,0,0,0,1,0,2,2,1,7,1,6,1,32,8,39,4,0,0,1,2,3,0,0,3,2,1,0,31,80.6,892.45,28.79,19,0.0,-194.01,-10.21,1,100.0,0.01,0.01,7,100.0,31.68,4.53,1,100.0,2.81,2.81,6,100.0,644.78,107.46,1,100.0,41.75,41.75,32,78.1,708.29,22.13,8,0.0,-116.47,-14.56,39,89.7,1118.84,28.69,0,0,0,0,0,0,0,0,1,0.0,-1.72,-1.72,2,0.0,-2.54,-1.27,3,0.0,-62.61,-20.87,2,100.0,31.54,15.77
0.9,61.1,B-良好,全天候/熊市优/震荡优,24.2,13.9,25,4.7,7.5,10,007491,南方信息创新混合C,半导体,2020-04-01 ~ 2026-05-08,1480,34.26,5.14,141.69,16.21,-107.43,11.06,58.53,2020-08-03,2020-09-10,352,0.53,0.46,1.591,14.91,-8.18,52.0,52,296,58.4,50.0,31.55,-19.57,1.61,0.05,-13.39,32.21,726.22,-213.22,34,26,23.5,98.6,1.4,19.8,8,86,3423.07,13410.09,16.28,13426.37,6,33.58,184.5,4,-5.1,-71.32,3,2.87,8.72,0,1423,57,3,26,3,13,0,0,85,0,0,1,5,1,1,3,0,4,8,21,20,6,68,22,23,1,0,0,1,2,5,2,0,5,18,1,0,13,84.6,61.12,4.7,85,0.0,-829.54,-9.76,4,100.0,391.44,97.86,8,87.5,193.25,24.16,21,100.0,313.3,14.92,20,100.0,2551.13,127.56,6,100.0,11.76,1.96,68,95.6,938.59,13.8,22,0.0,-1069.02,-48.59,23,95.7,799.75,34.77,0,0,0,0,0,0,0,0,1,0.0,-8.5,-8.5,2,0.0,-38.85,-19.43,5,0.0,-89.19,-17.84,18,94.4,197.83,10.99
1.2,54.3,C-一般,全天候/熊市优/震荡优,31.9,11.3,21.7,4.4,6.9,10,002692,富国创新科技混合A,半导体,2020-04-01 ~ 2026-05-08,1480,60.16,8.35,188.76,19.79,-128.6,22.2,66.97,2021-07-22,2024-04-10,985,0.95,0.38,1.455,10.56,-12.42,49.9,42,303,44.6,45.9,67.37,-19.26,3.5,-0.03,-23.74,32.32,1321.27,-460.56,42,33,21.9,97.6,2.4,23.6,21,81,6012.54,16007.18,8.88,16016.06,6,62.46,258.44,3,-18.24,-68.34,4,9.93,-15.47,0,1443,37,2,18,5,19,0,1,131,2,0,0,0,4,0,2,1,2,17,9,11,2,20,21,57,2,0,0,0,3,5,0,0,5,6,0,0,19,100.0,1329.13,69.95,131,0.0,-1322.96,-10.1,2,100.0,0.48,0.24,17,100.0,146.58,8.62,9,100.0,317.67,35.3,11,100.0,4021.55,365.6,2,50.0,0.71,0.35,20,90.0,731.85,36.59,21,0.0,-1375.26,-65.49,57,91.2,2401.35,42.13,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-10.36,-3.45,5,0.0,-373.39,-74.68,6,100.0,145.19,24.2
1.05,61.87,,,36.52,17.35,23.62,3.88,7.02,10.0,---,【半导体】平均,半导体,,,35.62,8.05,105.38,19.41,-69.76,13.07,53.36,,,517.08,0.81,0.77,1.56,14.98,-8.84,50.78,34.5,239.8,58.74,46.77,36.37,-19.53,1.86,0.08,-12.73,37.96,860.19,-232.3,28.25,26.5,19.38,97.66,2.34,18.03,11.33,65.67,3089.21,,,13562.09,4.0,32.18,136.69,2.67,-7.15,-44.03,2.92,7.7,2.83,1.0,14.8,3.0,34.5,0.3,0.2,61.7,1.2,0.0,0.8,1.0,1.8,0.2,1.4,1.1,1.2,20.0,11.8,10.6,5.2,27.8,14.8,37.5,1.8,1.0,0.0,1.2,1.3,4.4,1.2,0.0,4.0,7.3,0.2,0.2,34.5,88.6,598.16,17.34,61.7,0.1,-651.98,-10.57,1.2,85.7,72.17,61.86,20.0,90.8,129.36,6.47,11.8,85.2,158.72,13.41,10.6,99.2,1830.01,172.91,5.2,75.8,28.0,5.42,27.8,89.2,848.03,30.56,14.8,0.0,-662.04,-44.88,37.5,86.4,854.71,22.79,1.0,0.0,-7.51,-7.51,0.0,0.0,0.0,0.0,1.2,0.0,-28.05,-24.05,1.3,0.0,-45.81,-34.36,4.0,0.0,-139.64,-34.91,7.3,92.0,105.08,14.33
0.85,46.9,C-一般,全天候/熊市优/牛市可/震荡优,179.9,4.4,18.5,7.3,6.7,10,012355,南方新能源产业趋势混合C,储能,2021-12-01 ~ 2026-05-08,1075,17.91,3.94,-22.42,-5.78,40.33,26.71,57.86,2021-12-02,2024-02-05,915,0.41,0.15,1.244,8.95,-10.09,51.6,46,267,36.3,44.4,42.89,-20.39,2.1,-0.3,-36.6,16.38,1725.42,-185.03,44,24,36.7,98.2,1.8,19.2,10,99,1101.97,4630.02,7161.04,11791.06,1,25.53,32.93,3,-16.16,-57.09,6,11.14,11.17,0,1046,29,2,25,0,33,1,2,117,0,0,2,0,3,0,2,0,1,20,8,7,3,18,32,21,2,0,0,0,0,4,3,0,1,6,0,0,33,66.7,263.5,7.98,117,0.0,-1747.05,-14.93,1,100.0,78.35,78.35,20,85.0,227.38,11.37,8,75.0,1.42,0.18,7,100.0,1984.95,283.56,3,33.3,0.76,0.25,18,88.9,568.24,31.57,32,0.0,-1276.62,-39.89,21,100.0,948.38,45.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-34.85,-34.85,6,100.0,87.51,14.59
1.0,45.1,C-一般,全天候/熊市优/震荡优,49.6,1.7,21.6,4.7,7.1,10,017037,嘉实低碳精选混合发起式C,储能,2023-02-02 ~ 2026-05-08,792,3.24,1.02,6.53,2.03,-3.29,17.57,52.16,2023-02-03,2024-08-27,726,0.17,0.06,1.273,12.52,-11.99,51.5,25,127,38.6,47.5,45.75,-30.23,1.51,-1.76,-51.44,31.45,822.79,-306.66,64,13,23.7,98.4,1.6,26.7,24,88,34.82,7836.13,2487.73,10323.86,2,20.36,70.13,3,-18.14,-53.46,2,2.86,7.09,0,763,29,2,14,1,9,0,0,53,0,0,0,0,0,0,0,2,0,4,0,2,0,10,18,27,2,0,0,0,0,3,1,0,2,2,0,0,9,100.0,471.88,52.43,53,0.0,-863.19,-16.29,0,0,0,0,4,100.0,81.16,20.29,0,0,0,0,2,100.0,105.42,52.71,0,0,0,0,10,80.0,57.19,5.72,18,0.0,-1330.59,-73.92,27,88.9,1416.85,52.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-13.35,-6.67,2,100.0,109.45,54.73
0.9,43.9,C-一般,全天候/熊市优/震荡优,14.8,2.2,20.1,4.0,7.6,10,011261,金鹰新能源混合C,储能,2021-05-17 ~ 2026-05-08,1209,7.6,1.54,51.21,9.0,-43.61,20.6,51.88,2021-07-13,2024-02-05,1168,0.23,0.07,1.247,8.57,-7.79,50.5,37,234,44.9,50.8,27.77,-23.23,1.2,0.0,-33.67,21.86,894.93,-215.41,35,30,19.9,97.0,3.0,17.3,15,73,267.33,5867.35,4892.23,10759.58,4,16.4,98.67,3,-14.51,-43.66,4,6.34,1.86,0,1183,26,1,17,5,25,0,1,90,1,0,1,0,2,0,2,1,1,19,6,5,1,16,24,33,1,0,0,0,0,3,2,0,0,14,0,0,25,80.0,388.34,15.53,90,0.0,-1986.87,-22.08,1,100.0,3.19,3.19,19,89.5,324.49,17.08,6,100.0,8.26,1.38,5,100.0,44.52,8.9,1,100.0,0.59,0.59,16,81.2,294.17,18.39,24,0.0,-661.53,-27.56,33,87.9,1650.23,50.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,92.9,201.94,14.42
1.3,40.7,C-一般,全天候/熊市优/震荡优,13.6,1.3,18.9,3.9,6.6,10,014766,中欧碳中和混合发起C,储能,2022-04-20 ~ 2026-05-08,983,4.35,1.1,32.03,7.38,-27.68,25.7,58.06,2022-08-18,2024-02-05,516,0.16,0.04,1.528,11.39,-12.19,51.1,26,178,36.0,44.0,45.0,-23.09,1.95,-0.7,-35.86,47.97,381.61,-254.82,52,20,19.3,98.6,1.4,12.1,8,30,431.83,10418.29,16.33,10434.62,4,22.54,108.35,3,-23.9,-54.08,2,7.95,-4.37,0,949,34,3,15,1,12,0,0,88,1,0,0,0,1,0,2,0,2,6,1,4,1,22,17,13,0,0,0,0,2,2,0,0,2,8,0,1,12,83.3,620.82,51.74,88,0.0,-1269.79,-14.43,2,100.0,1.75,0.88,6,66.7,225.34,37.56,1,0.0,0.0,0.0,4,100.0,177.8,44.45,1,100.0,25.24,25.24,22,100.0,1466.91,66.68,17,0.0,-955.83,-56.23,13,100.0,274.43,21.11,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-113.95,-56.98,2,0.0,-108.41,-54.2,8,100.0,87.52,10.94
1.01,44.15,,,64.48,2.4,19.77,4.97,7.0,10.0,---,【储能】平均,储能,,,8.28,1.9,16.84,3.16,-8.56,22.64,54.99,,,831.25,0.24,0.08,1.32,10.36,-10.52,51.17,33.5,201.5,38.95,46.67,40.35,-24.23,1.67,-0.69,-39.39,29.41,956.19,-240.48,48.75,21.75,24.9,98.05,1.95,18.82,14.25,72.5,458.99,,,10827.28,2.75,21.21,77.52,3.0,-18.18,-52.07,3.5,7.07,3.94,2.0,17.8,1.8,19.8,0.2,0.8,87.0,0.5,0.0,0.8,0.0,1.5,0.0,1.5,0.8,1.0,12.2,3.8,4.5,1.2,16.5,22.8,23.5,1.2,0.0,0.0,0.0,0.5,3.0,1.5,0.0,1.2,7.5,0.0,0.2,19.8,77.2,436.13,22.08,87.0,0.0,-1466.72,-16.86,1.0,100.0,20.82,20.82,12.2,85.7,214.59,17.52,3.8,80.0,2.42,0.65,4.5,100.0,578.17,128.48,1.2,60.0,6.65,5.32,16.5,89.4,596.63,36.16,22.8,0.0,-1056.14,-46.42,23.5,92.6,1072.47,45.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-28.49,-56.98,1.2,0.0,-39.15,-31.32,7.5,96.7,121.61,16.21
1.0,52.9,C-一般,全天候/熊市优/震荡优,100.0,9.2,22.8,3.4,7.5,10,004937,中航混改精选混合C,稀土永磁,2020-04-01 ~ 2026-05-08,1480,30.36,4.62,-1.19,-0.2,31.55,14.99,51.88,2023-07-31,2024-08-28,315,0.51,0.31,1.121,9.15,-9.78,53.9,39,270,44.1,50.0,38.34,-13.62,2.81,0.0,-19.45,11.57,968.7,-180.12,41,17,17.1,99.1,0.9,15.8,7,69,2955.25,10510.31,2525.64,13035.95,2,10.04,52.82,3,-1.67,-48.17,8,20.2,6.65,0,1444,36,0,19,1,29,1,1,101,2,0,1,1,2,0,1,1,1,24,14,10,8,27,17,17,2,1,0,0,3,4,2,1,6,12,0,0,29,79.3,70.48,2.43,101,0.0,-875.33,-8.67,1,100.0,160.81,160.81,24,79.2,125.38,5.22,14,78.6,51.2,3.66,10,100.0,1809.91,180.99,8,87.5,24.7,3.09,27,85.2,809.81,29.99,17,0.0,-336.85,-19.81,17,82.4,1457.62,85.74,1,0.0,-6.51,-6.51,0,0,0,0,0,0,0,0,3,0.0,-300.96,-100.32,6,0.0,-87.93,-14.66,12,91.7,52.92,4.41
1.15,44.7,C-一般,熊市优,38.5,2.9,19.6,6.1,6.1,10,011035,嘉实中证稀土产业ETF联接A,稀土永磁,2021-09-02 ~ 2026-05-08,1132,10.5,2.25,27.26,5.51,-16.76,23.44,56.2,2021-09-13,2024-02-20,935,0.27,0.1,1.369,9.49,-8.65,50.0,35,216,45.8,40.4,34.18,-22.66,1.51,0.0,-26.24,25.37,869.6,-259.24,47,36,30.5,98.6,1.4,19.0,18,82,1049.46,11045.13,4.7,11049.83,4,31.27,97.24,2,-12.02,-31.27,4,-7.16,-24.7,0,1094,38,1,19,3,23,0,0,74,1,0,2,0,2,0,1,0,0,19,2,7,1,20,23,37,1,1,0,0,0,4,1,0,5,4,0,0,23,87.0,593.86,25.82,74,0.0,-1076.49,-14.55,0,0,0,0,19,89.5,236.36,12.44,2,100.0,10.26,5.13,7,100.0,1342.05,191.72,1,100.0,2.73,2.73,20,90.0,412.02,20.6,23,0.0,-817.46,-35.54,37,81.1,711.28,19.22,1,0.0,-1.42,-1.42,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-438.54,-87.71,4,100.0,74.81,18.7
1.25,45.4,C-一般,熊市优,37.7,2.7,19.5,6.6,6.6,10,011036,嘉实中证稀土产业ETF联接C,稀土永磁,2021-09-02 ~ 2026-05-08,1132,10.05,2.16,26.68,5.4,-16.63,23.75,56.31,2021-09-13,2024-02-20,935,0.26,0.09,1.369,9.49,-8.66,50.0,37,222,44.6,43.9,44.05,-29.97,1.47,-0.1,-46.12,29.56,866.45,-259.41,44,35,33.2,98.3,1.7,18.0,12,82,1004.88,11000.57,4.69,11005.26,4,31.35,97.01,2,-12.56,-31.35,4,-7.08,-24.88,0,1094,38,0,20,5,21,0,0,83,0,0,3,0,2,0,1,0,1,21,2,7,1,20,24,35,1,0,0,0,0,4,1,0,5,2,0,0,21,95.2,1447.15,68.91,83,0.0,-1677.56,-20.21,1,100.0,24.0,24.0,21,90.5,223.92,10.66,2,100.0,10.25,5.12,7,100.0,1338.34,191.19,1,100.0,2.73,2.73,20,90.0,411.89,20.59,24,0.0,-1208.28,-50.34,35,82.9,853.09,24.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-470.58,-94.12,2,100.0,49.93,24.96
1.0,45.0,C-一般,全天候/熊市优/震荡优,16.0,3.4,22.8,3.1,5.7,10,013943,华宝中证稀有金属指数增强发起C,稀土永磁,2022-01-28 ~ 2026-05-08,1034,8.29,1.96,51.73,10.7,-43.44,17.49,60.93,2022-08-15,2024-02-05,763,0.29,0.11,1.458,9.05,-8.28,49.9,35,250,47.6,37.7,23.25,-16.91,1.37,0.0,-19.94,31.17,288.22,-168.23,52,20,15.4,98.4,1.6,12.8,7,46,788.44,10525.96,303.23,10829.19,4,16.09,135.24,4,-13.79,-70.01,1,7.38,9.75,0,1010,24,2,18,2,20,0,0,92,0,0,2,0,0,0,4,0,3,18,2,6,0,49,17,24,2,0,0,1,6,3,2,0,3,9,0,0,20,80.0,366.0,18.3,92,0.0,-1014.37,-11.03,3,66.7,8.22,2.74,18,100.0,259.43,14.41,2,100.0,0.09,0.04,6,100.0,317.53,52.92,0,0,0,0,49,85.7,1136.2,23.19,17,0.0,-582.72,-34.28,24,100.0,398.13,16.59,0,0,0,0,0,0,0,0,1,0.0,-141.46,-141.46,6,0.0,-204.17,-34.03,3,0.0,-36.01,-12.0,9,100.0,281.57,31.29
0.8,39.8,D-偏差,全天候/熊市优/震荡优,14.5,1.2,18.1,4.8,5.7,10,014111,嘉实中证稀有金属主题ETF发起联接C,稀土永磁,2022-01-04 ~ 2026-05-08,1052,4.73,1.11,32.64,7.0,-27.91,27.98,58.87,2022-02-28,2024-08-23,1017,0.16,0.04,1.433,8.83,-8.32,50.1,41,246,39.4,37.7,36.16,-29.26,1.24,-0.01,-43.31,7.05,791.62,-215.73,41,24,23.8,98.3,1.7,12.4,4,41,-207.56,5379.48,5093.9,10473.38,3,29.16,106.49,4,-26.57,-65.64,2,5.69,15.42,0,1031,21,2,26,2,23,0,1,97,0,0,0,0,0,0,3,1,1,10,1,2,0,34,27,29,0,0,0,1,3,3,1,1,4,14,0,1,23,78.3,40.06,1.74,97,0.0,-1542.47,-15.9,1,100.0,0.96,0.96,10,80.0,27.09,2.71,1,100.0,0.13,0.13,2,100.0,58.22,29.11,0,0,0,0,34,82.4,257.88,7.58,27,0.0,-1653.22,-61.23,29,93.1,2861.92,98.69,0,0,0,0,0,0,0,0,1,0.0,-88.36,-88.36,3,0.0,-82.68,-27.56,4,0.0,-348.81,-87.2,14,85.7,261.72,18.69
1.15,40.6,C-一般,熊市优,-3.5,0,18.8,5.6,6.2,10,014332,华泰柏瑞中证稀土产业ETF发起式联接C,稀土永磁,2022-01-14 ~ 2026-05-08,1044,-1.68,-0.41,48.66,10.04,-50.34,22.38,50.15,2022-02-28,2024-02-20,942,0.0,-0.02,1.307,9.48,-8.22,50.7,38,201,54.2,41.5,21.5,-32.62,0.66,0.01,-44.57,21.31,398.21,-188.76,46,27,27.9,98.8,1.2,19.2,18,83,-168.55,9829.14,2.54,9831.68,4,19.31,96.83,2,-12.14,-30.14,3,-7.46,-10.94,0,1016,28,2,19,2,26,0,0,51,1,0,1,0,4,0,2,2,2,20,6,10,7,34,23,17,0,0,0,0,0,3,2,0,3,2,0,0,26,96.2,1084.23,41.7,51,0.0,-1082.88,-21.23,2,100.0,116.62,58.31,20,100.0,65.05,3.25,6,83.3,54.18,9.03,10,100.0,264.81,26.48,7,42.9,3.16,0.45,34,79.4,552.0,16.24,23,0.0,-1340.63,-58.29,17,88.2,152.69,8.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-88.54,-29.51,2,100.0,50.76,25.38
1.06,44.73,,,33.87,3.23,20.27,4.93,6.3,10.0,---,【稀土永磁】平均,稀土永磁,,,10.38,1.95,30.96,6.41,-20.59,21.67,55.72,,,817.83,0.25,0.1,1.34,9.25,-8.65,50.77,37.5,234.2,45.95,41.87,32.91,-24.17,1.36,-0.02,-33.27,21.0,697.13,-211.91,45.17,26.5,24.65,98.58,1.42,16.2,11.0,67.17,903.65,,,11037.55,3.5,22.87,97.61,2.83,-13.12,-46.1,3.67,1.93,-4.78,1.2,20.2,2.5,23.7,0.2,0.3,83.0,0.7,0.0,1.5,0.2,1.7,0.0,2.0,0.7,1.3,18.7,4.5,7.0,2.8,30.7,21.8,26.5,1.0,0.3,0.0,0.3,2.0,3.5,1.5,0.3,4.3,7.2,0.0,0.2,23.7,85.9,600.3,25.36,83.0,0.0,-1211.52,-14.6,1.3,87.5,51.77,38.83,18.7,90.2,156.21,8.37,4.5,85.2,21.02,4.67,7.0,100.0,855.14,122.16,2.8,70.6,5.55,1.96,30.7,84.8,596.63,19.46,21.8,0.0,-989.86,-45.34,26.5,87.4,1072.45,40.47,0.3,0.0,-1.32,-3.96,0.0,0.0,0.0,0.0,0.3,0.0,-38.3,-114.91,2.0,0.0,-97.97,-48.98,4.3,0.0,-245.07,-56.55,7.2,93.0,128.62,17.95
1.25,58.7,B-良好,全天候/熊市优/震荡优,75.0,12.1,23.7,5.2,7.7,10,002164,汇添富新睿精选混合C,电网设备,2020-04-01 ~ 2026-05-08,1480,41.59,6.1,55.46,7.8,-13.87,15.14,60.15,2022-09-14,2024-09-09,724,0.92,0.4,0.897,7.2,-8.68,47.6,39,257,64.2,51.4,32.94,-23.75,1.39,0.03,-12.88,37.98,644.91,-199.78,53,25,25.9,95.8,4.2,17.2,7,91,3678.05,11178.02,2980.64,14158.66,4,35.73,119.71,3,-6.94,-54.3,6,8.51,2.99,0,1444,36,0,16,5,34,0,0,57,1,0,1,0,2,0,5,3,2,20,32,11,7,39,17,34,1,0,0,0,0,3,2,0,0,4,0,0,34,97.1,951.75,27.99,57,0.0,-811.27,-14.23,2,100.0,9.99,5.0,20,95.0,198.25,9.91,32,81.2,14.22,0.44,11,90.9,1820.77,165.52,7,100.0,4.6,0.66,39,84.6,1026.31,26.32,17,0.0,-946.08,-55.65,34,91.2,1337.55,39.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100.0,71.96,17.99
1.25,50.0,C-一般,震荡优,12.5,12.3,21.8,4.2,6.7,5,001665,平安鑫安混合C,电网设备,2020-04-01 ~ 2026-05-08,1480,20.4,3.21,162.9,17.89,-142.5,7.84,24.03,2023-04-18,2025-04-08,611,0.69,0.41,0.74,7.83,-10.89,48.4,18,118,67.8,44.6,28.79,-16.5,1.74,0.21,-17.24,28.02,862.04,-112.49,18,34,20.9,98.0,2.0,39.7,9,203,1725.52,9925.5,2114.9,12040.4,3,17.19,111.19,0,0,0,10,2.24,5.93,0,1470,10,1,8,1,16,0,0,25,2,0,1,0,0,0,0,0,1,13,5,7,1,12,8,25,2,0,0,0,2,2,1,0,0,3,0,0,16,100.0,254.93,15.93,25,0.0,-300.4,-12.02,1,100.0,0.01,0.01,13,100.0,153.22,11.79,5,100.0,32.0,6.4,7,100.0,466.14,66.59,1,100.0,0.24,0.24,12,75.0,1073.16,89.43,8,0.0,-244.59,-30.57,25,100.0,284.64,11.39,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-32.67,-16.34,0,0,0,0,3,100.0,38.84,12.95
